"SexM","ur6_2016_nameOther Urban Areas","ur6_2016_nameAccessible Small Towns","ur6_2016_nameRemote Small Towns","ur6_2016_nameAccessible Rural","ur6_2016_nameRemote Rural","simd2020_sc_quintile2","simd2020_sc_quintile3","simd2020_sc_quintile4","simd2020_sc_quintile5","n_risk_gps1","n_risk_gps2","n_risk_gps3-4","n_risk_gps5+","last_positive_test_group0-13_weeks","last_positive_test_group14-26_weeks","last_positive_test_group27+_weeks","shielding","num_tests_6m_group1","num_tests_6m_group2","num_tests_6m_group3","num_tests_6m_group4-9","num_tests_6m_group10+","covid_hosp_ever","num_doses_time1","num_doses_time2","num_doses_time3","num_doses_time4","num_doses_time5"
0.0028661123155333,-0.000329305996310142,-0.000160928778749568,-0.000336706533827256,-0.000229570329942222,-0.000240092485100069,0.000225659689631174,7.77523474859432e-05,-7.77887637520446e-06,1.22004563123052e-05,6.86252282918241e-05,3.94345997486867e-05,5.41895826994951e-05,-3.47720080601102e-06,5.59785014233563e-05,2.05530307028146e-05,0.000193780077250905,9.57278126202322e-05,-0.000147060847423219,0.000125371891346694,4.54777633607623e-05,0.000122437447332377,-0.000139517246282715,-0.000262639702025774,7.61076238033128e-05,-0.000147514402094403,-0.000233506616173048,-0.000211173092354753,-0.000541579626002242
-0.000329305996310142,0.00441159673721356,0.00264820380017161,0.00282866552026307,0.00271055492588229,0.00277463489505431,-0.000742110720269622,-0.000871650206203011,-0.000526351112969621,0.000101539210458076,-0.000174704327092316,-0.000224512719936475,-0.000285709200268419,-0.000348546638113415,-8.77186020485278e-05,4.06980732023629e-05,9.40976594573594e-05,0.000123656323897629,6.82911830454189e-05,8.66454441947813e-05,0.0001882024069926,0.000186832439233257,0.000709114095366484,0.000109017177813799,-0.00024523820955455,0.000378105135573462,7.15327579419167e-05,1.62149470572109e-05,-0.000463894795117835
-0.000160928778749568,0.00264820380017161,0.00922326257406188,0.00287449827171382,0.00287071077116902,0.00297610229791964,-0.000675908150167905,-0.00120464575621637,-0.00135413718508329,-0.000494555654350204,-0.000179497527945553,-0.000272723263561305,-0.00030793485730963,-0.000392216599883196,8.49864757010406e-05,0.000290437190525405,0.000362395786825806,0.000342994187398955,7.10110360773828e-05,0.00011302659338336,8.70610163478687e-05,0.000322877312682014,0.000470760729677448,-1.31503306230958e-05,-0.000475838859856469,0.000363656642558707,1.7209734640863e-05,-0.000220730798178504,-0.000554942367233229
-0.000336706533827256,0.00282866552026307,0.00287449827171382,0.0159731888784759,0.00302440744373973,0.00328090459396177,-0.000846437215251231,-0.00196010636615249,-0.00122737852778602,-9.70002701382139e-06,-0.000227359278117101,-0.000203205339563081,-0.00045412944164393,-0.000661195997017386,-4.64150009848061e-05,0.000260449240200467,0.000295248624142713,0.000185826164529329,0.000143705575182424,0.000264638921725106,-0.00025072905908983,0.00025371114323861,0.000894979242041941,0.000342422345958223,0.000134120500229021,0.000283860516295722,-7.78244613654558e-06,0.000168507029857041,0.000104297316508499
-0.000229570329942222,0.00271055492588229,0.00287071077116902,0.00302440744373973,0.0108548964441981,0.00314019498330463,-0.00101516809752512,-0.0016020532636156,-0.00168545494679463,-0.000694639740764095,4.2089097516589e-05,6.11129091538953e-06,-0.000102714987433655,9.22271637144463e-05,6.81010791489561e-05,3.90563161121522e-05,0.000131659525363547,8.86903131515452e-05,-8.23005448267343e-05,0.000261366883893644,-9.89169734482976e-06,0.000261157698103751,0.00040695071618098,0.000215495256185116,-0.000951217984946111,0.000563169939700188,-6.10643238045566e-05,-4.96889659146029e-05,0.000103189270351176
-0.000240092485100069,0.00277463489505431,0.00297610229791964,0.00328090459396177,0.00314019498330463,0.0175648548630362,-0.000910603208004137,-0.00237531243875761,-0.00212091293664468,-0.000430517102876536,-0.000312958878314422,-0.000296169175389088,-0.000428152447204215,-0.000479398990345681,-0.000138874851579257,0.000355121896273416,0.000359204415532105,-0.000189686852427035,0.000127984852445763,0.000177299271269023,8.43655189223765e-07,0.000226873052222098,-0.000439552996067081,0.000405142495643121,-0.00110299311200773,-1.03870647702062e-05,0.000493766654931337,0.000389247068692502,2.38585663840683e-05
0.000225659689631174,-0.000742110720269622,-0.000675908150167905,-0.000846437215251231,-0.00101516809752512,-0.000910603208004137,0.0066189000040656,0.00340209043956377,0.00335209164694167,0.00317185659526059,-0.00011246034282351,0.000109951187010289,0.000119160593935233,0.000120187685647042,0.000203518594446337,0.00014476390777554,0.000179164563434267,0.00014817738537912,-2.64244054902702e-05,-5.66837867788404e-05,-0.00013054789297099,-9.81115013887099e-05,-0.00027837595783168,-1.43981845469157e-05,0.00140903523965519,0.000637050433765755,0.000451212821121805,0.000370233380057962,-0.000315449325208603
7.77523474859432e-05,-0.000871650206203011,-0.00120464575621637,-0.00196010636615249,-0.0016020532636156,-0.00237531243875761,0.00340209043956377,0.00696012508425181,0.0036781975784116,0.00329699620095705,-0.000441973308957858,-0.000147459375135679,0.000110072917639583,8.57339804202222e-05,6.72681193298208e-05,5.61048155917794e-05,0.000128217749506255,8.19654649546066e-05,3.50409131267967e-05,-0.000125929343138959,0.000115460476287732,-0.000192231933815962,-0.000100015149971037,0.000207918909597168,0.00150730785293855,0.000613208915786169,0.000335519212972218,0.000163246560120938,0.000375056407309576
-7.77887637520446e-06,-0.000526351112969621,-0.00135413718508329,-0.00122737852778602,-0.00168545494679463,-0.00212091293664468,0.00335209164694167,0.0036781975784116,0.00755215344624551,0.00336800821207941,-9.52213495833316e-05,3.08140462142493e-05,0.000227734604340376,9.88797977532565e-05,0.000112813902031427,5.1639468051336e-05,0.000274992156090552,0.000269512899522329,-7.73016190513452e-06,-0.000163960357073535,6.70488148769046e-05,-0.000139957253988566,3.8869163046768e-05,0.000221963799941225,0.000755337925295161,0.000713184180724846,0.000453320491703611,0.000313622216138698,-0.00013773176469412
1.22004563123052e-05,0.000101539210458076,-0.000494555654350204,-9.70002701382139e-06,-0.000694639740764095,-0.000430517102876536,0.00317185659526059,0.00329699620095705,0.00336800821207941,0.0077238689597422,2.71870831955581e-05,-5.3075893528311e-05,0.000260259430996723,0.00016057090914385,0.000126231595346809,0.000172551214606076,0.000300737251644691,0.00040811975517738,-5.45897041835594e-05,-9.40959296019582e-05,0.000151987787756148,8.63456613597185e-05,8.98808465693648e-05,0.00031503613866797,0.00033956775115402,0.000202394313764528,-6.58466475856055e-06,-0.000235018417935818,-0.00118661934446582
