"SexM","ur6_2016_nameOther Urban Areas","ur6_2016_nameAccessible Small Towns","ur6_2016_nameRemote Small Towns","ur6_2016_nameAccessible Rural","ur6_2016_nameRemote Rural","simd2020_sc_quintile2","simd2020_sc_quintile3","simd2020_sc_quintile4","simd2020_sc_quintile5","n_risk_gps1","n_risk_gps2","n_risk_gps3-4","n_risk_gps5+","last_positive_test_group0-13_weeks","last_positive_test_group14-26_weeks","last_positive_test_group27+_weeks","shielding","num_tests_6m_group1","num_tests_6m_group2","num_tests_6m_group3","num_tests_6m_group4-9","num_tests_6m_group10+","covid_hosp_ever","num_doses_time1","num_doses_time2","num_doses_time3","num_doses_time4","num_doses_time5"
6.86252282918241e-05,-0.000174704327092316,-0.000179497527945553,-0.000227359278117101,4.2089097516589e-05,-0.000312958878314422,-0.00011246034282351,-0.000441973308957858,-9.52213495833316e-05,2.71870831955581e-05,0.0104587376421204,0.00708798100299678,0.0071096673160683,0.00717693432956316,-6.9724571191717e-05,-2.75677867224646e-05,-6.88404853731254e-05,3.42830249888446e-05,-0.000925701065032449,-0.000894222740313609,-0.000730746782115844,-0.00105724745989243,-0.000860261202678568,-0.000267889716030958,-1.5737810280583e-05,-0.000855709707541666,-0.000866984760990375,-0.000733370316806326,-0.00113058259341733
3.94345997486867e-05,-0.000224512719936475,-0.000272723263561305,-0.000203205339563081,6.11129091538953e-06,-0.000296169175389088,0.000109951187010289,-0.000147459375135679,3.08140462142493e-05,-5.3075893528311e-05,0.00708798100299678,0.0101358272185929,0.00723526601202538,0.00736409239353134,8.44348090025034e-05,3.03715308439071e-06,3.9313511028616e-06,-0.000136638988069854,-0.00101590213714842,-0.00109256336437634,-0.00119598024186864,-0.00129784117366219,-0.00109827806789301,-0.0005875145772534,-0.00130242126120801,-0.000888695375657526,-0.00105819307525098,-0.00105055166697669,-0.00118380605991095
5.41895826994951e-05,-0.000285709200268419,-0.00030793485730963,-0.00045412944164393,-0.000102714987433655,-0.000428152447204215,0.000119160593935233,0.000110072917639583,0.000227734604340376,0.000260259430996723,0.0071096673160683,0.00723526601202538,0.00938007383766033,0.00757709602079125,0.000100878086544386,3.27806853326894e-05,-1.11640950029798e-05,-0.00048118838330473,-0.00114213186419225,-0.00118583935026951,-0.00137211575885288,-0.00161017454371894,-0.00152458114539058,-0.00074944199206033,-0.000190824820066819,-0.000276228405868469,-0.000574584161627299,-0.000482841356247896,-0.00070397266136595
-3.47720080601102e-06,-0.000348546638113415,-0.000392216599883196,-0.000661195997017386,9.22271637144463e-05,-0.000479398990345681,0.000120187685647042,8.57339804202222e-05,9.88797977532565e-05,0.00016057090914385,0.00717693432956316,0.00736409239353134,0.00757709602079125,0.0147118731570445,-3.91649977343278e-06,5.69330395751559e-05,-0.000164239295716019,-0.00146760000989384,-0.0010553996223367,-0.00102761798646743,-0.00143614332619534,-0.00186969751792764,-0.00210824834922344,-0.000818632781234261,-0.000351632503728022,-0.00107888669553217,-0.00112935793828552,-0.00125584640673385,-0.00105178358708789
5.59785014233563e-05,-8.77186020485278e-05,8.49864757010406e-05,-4.64150009848061e-05,6.81010791489561e-05,-0.000138874851579257,0.000203518594446337,6.72681193298208e-05,0.000112813902031427,0.000126231595346809,-6.9724571191717e-05,8.44348090025034e-05,0.000100878086544386,-3.91649977343278e-06,0.0324482419253131,0.00116397651621497,0.00120169243774817,0.000107139326120969,-0.000257844151894662,-0.000215388721747029,-0.000226298383544991,-0.000106970567222493,-0.000188192888354041,-0.00118607571818328,-0.000877669128741238,0.000227256225379831,1.60020063290742e-06,7.40554012759139e-05,-7.13173790701352e-05
2.05530307028146e-05,4.06980732023629e-05,0.000290437190525405,0.000260449240200467,3.90563161121522e-05,0.000355121896273416,0.00014476390777554,5.61048155917794e-05,5.1639468051336e-05,0.000172551214606076,-2.75677867224646e-05,3.03715308439071e-06,3.27806853326894e-05,5.69330395751559e-05,0.00116397651621497,0.126230745940997,0.00118064116478983,-9.09513614548192e-05,-0.000248609396385803,-0.000349878295042426,-0.000472123552572275,-0.000217156285642509,-0.000295660063791983,-0.00105683741866745,0.000244397641561234,0.000447953544475796,0.000894808724665404,0.000729769299734776,0.000568070113461575
0.000193780077250905,9.40976594573594e-05,0.000362395786825806,0.000295248624142713,0.000131659525363547,0.000359204415532105,0.000179164563434267,0.000128217749506255,0.000274992156090552,0.000300737251644691,-6.88404853731254e-05,3.9313511028616e-06,-1.11640950029798e-05,-0.000164239295716019,0.00120169243774817,0.00118064116478983,0.33472744750827,1.79019269417397e-05,0.000451139431826575,0.000751488633989523,0.000871595483372892,0.00104712662940233,0.000940187672491435,-0.00144164362683184,-0.000438278724660156,0.000172283551787493,-0.000198496431979838,-0.000532104056881621,-0.000483643062890502
9.57278126202322e-05,0.000123656323897629,0.000342994187398955,0.000185826164529329,8.86903131515452e-05,-0.000189686852427035,0.00014817738537912,8.19654649546066e-05,0.000269512899522329,0.00040811975517738,3.42830249888446e-05,-0.000136638988069854,-0.00048118838330473,-0.00146760000989384,0.000107139326120969,-9.09513614548192e-05,1.79019269417397e-05,0.0069685462873758,-4.42203045182387e-05,-9.92844952573881e-05,-0.000154863097562534,-6.58955044612171e-05,0.000194241195250292,-0.000320613426855408,-0.000422776137201063,-0.000463289504501332,-0.00085506215811506,-0.000841308129278626,-0.00429828978211973
-0.000147060847423219,6.82911830454189e-05,7.10110360773828e-05,0.000143705575182424,-8.23005448267343e-05,0.000127984852445763,-2.64244054902702e-05,3.50409131267967e-05,-7.73016190513452e-06,-5.45897041835594e-05,-0.000925701065032449,-0.00101590213714842,-0.00114213186419225,-0.0010553996223367,-0.000257844151894662,-0.000248609396385803,0.000451139431826575,-4.42203045182387e-05,0.027735254453262,0.0256295949312029,0.0257094085297646,0.0259445888519431,0.0259501965226155,-0.00141431624266281,-0.00204608011294158,-0.00197958443647923,-0.00187260251503525,-0.0019137706393917,-0.00191389043958761
0.000125371891346694,8.66454441947813e-05,0.00011302659338336,0.000264638921725106,0.000261366883893644,0.000177299271269023,-5.66837867788404e-05,-0.000125929343138959,-0.000163960357073535,-9.40959296019582e-05,-0.000894222740313609,-0.00109256336437634,-0.00118583935026951,-0.00102761798646743,-0.000215388721747029,-0.000349878295042426,0.000751488633989523,-9.92844952573881e-05,0.0256295949312029,0.0299201789162555,0.0261189972124071,0.0264455369325223,0.0264172556131939,-0.00209297573642455,-0.00229880607758748,-0.00186582959182394,-0.00193163712435228,-0.00201653934096791,-0.00187078202961718
4.54777633607623e-05,0.0001882024069926,8.70610163478687e-05,-0.00025072905908983,-9.89169734482976e-06,8.43655189223765e-07,-0.00013054789297099,0.000115460476287732,6.70488148769046e-05,0.000151987787756148,-0.000730746782115844,-0.00119598024186864,-0.00137211575885288,-0.00143614332619534,-0.000226298383544991,-0.000472123552572275,0.000871595483372892,-0.000154863097562534,0.0257094085297646,0.0261189972124071,0.0317863984162189,0.0266338544152153,0.0267019579687737,-0.00223612838687875,-0.00107808812716283,-0.00157507470343531,-0.00148874994243348,-0.00147299752066199,-0.00173628797180982
0.000122437447332377,0.000186832439233257,0.000322877312682014,0.00025371114323861,0.000261157698103751,0.000226873052222098,-9.81115013887099e-05,-0.000192231933815962,-0.000139957253988566,8.63456613597185e-05,-0.00105724745989243,-0.00129784117366219,-0.00161017454371894,-0.00186969751792764,-0.000106970567222493,-0.000217156285642509,0.00104712662940233,-6.58955044612171e-05,0.0259445888519431,0.0264455369325223,0.0266338544152153,0.0294885967849003,0.0271054416830134,-0.00267154125987822,-0.00230422560455246,-0.00219203348033547,-0.00226685983991389,-0.00225468227839623,-0.00234645722824611
-0.000139517246282715,0.000709114095366484,0.000470760729677448,0.000894979242041941,0.00040695071618098,-0.000439552996067081,-0.00027837595783168,-0.000100015149971037,3.8869163046768e-05,8.98808465693648e-05,-0.000860261202678568,-0.00109827806789301,-0.00152458114539058,-0.00210824834922344,-0.000188192888354041,-0.000295660063791983,0.000940187672491435,0.000194241195250292,0.0259501965226155,0.0264172556131939,0.0267019579687737,0.0271054416830134,0.0364153234783781,-0.00269884248401155,-0.00142762280310391,-0.00274110849353384,-0.00230583795626527,-0.00183271020905844,-0.00289720862777065
-0.000262639702025774,0.000109017177813799,-1.31503306230958e-05,0.000342422345958223,0.000215495256185116,0.000405142495643121,-1.43981845469157e-05,0.000207918909597168,0.000221963799941225,0.00031503613866797,-0.000267889716030958,-0.0005875145772534,-0.00074944199206033,-0.000818632781234261,-0.00118607571818328,-0.00105683741866745,-0.00144164362683184,-0.000320613426855408,-0.00141431624266281,-0.00209297573642455,-0.00223612838687875,-0.00267154125987822,-0.00269884248401155,0.0042504572986544,0.000159977133820138,0.000110994917611779,0.000644494961185202,0.000927120588780628,0.00103889971727831
7.61076238033128e-05,-0.00024523820955455,-0.000475838859856469,0.000134120500229021,-0.000951217984946111,-0.00110299311200773,0.00140903523965519,0.00150730785293855,0.000755337925295161,0.00033956775115402,-1.5737810280583e-05,-0.00130242126120801,-0.000190824820066819,-0.000351632503728022,-0.000877669128741238,0.000244397641561234,-0.000438278724660156,-0.000422776137201063,-0.00204608011294158,-0.00229880607758748,-0.00107808812716283,-0.00230422560455246,-0.00142762280310391,0.000159977133820138,0.110887570038421,0.0190234223312428,0.0190587985539685,0.019100461120154,0.0192033382241913
-0.000147514402094403,0.000378105135573462,0.000363656642558707,0.000283860516295722,0.000563169939700188,-1.03870647702062e-05,0.000637050433765755,0.000613208915786169,0.000713184180724846,0.000202394313764528,-0.000855709707541666,-0.000888695375657526,-0.000276228405868469,-0.00107888669553217,0.000227256225379831,0.000447953544475796,0.000172283551787493,-0.000463289504501332,-0.00197958443647923,-0.00186582959182394,-0.00157507470343531,-0.00219203348033547,-0.00274110849353384,0.000110994917611779,0.0190234223312428,0.0329409421088224,0.0190792617398244,0.0190065130215572,0.019322673507831
-0.000233506616173048,7.15327579419167e-05,1.7209734640863e-05,-7.78244613654558e-06,-6.10643238045566e-05,0.000493766654931337,0.000451212821121805,0.000335519212972218,0.000453320491703611,-6.58466475856055e-06,-0.000866984760990375,-0.00105819307525098,-0.000574584161627299,-0.00112935793828552,1.60020063290742e-06,0.000894808724665404,-0.000198496431979838,-0.00085506215811506,-0.00187260251503525,-0.00193163712435228,-0.00148874994243348,-0.00226685983991389,-0.00230583795626527,0.000644494961185202,0.0190587985539685,0.0190792617398244,0.0215667617772214,0.0191704495879098,0.0196215258412404
-0.000211173092354753,1.62149470572109e-05,-0.000220730798178504,0.000168507029857041,-4.96889659146029e-05,0.000389247068692502,0.000370233380057962,0.000163246560120938,0.000313622216138698,-0.000235018417935818,-0.000733370316806326,-0.00105055166697669,-0.000482841356247896,-0.00125584640673385,7.40554012759139e-05,0.000729769299734776,-0.000532104056881621,-0.000841308129278626,-0.0019137706393917,-0.00201653934096791,-0.00147299752066199,-0.00225468227839623,-0.00183271020905844,0.000927120588780628,0.019100461120154,0.0190065130215572,0.0191704495879098,0.020458101352215,0.019662296266196
-0.000541579626002242,-0.000463894795117835,-0.000554942367233229,0.000104297316508499,0.000103189270351176,2.38585663840683e-05,-0.000315449325208603,0.000375056407309576,-0.00013773176469412,-0.00118661934446582,-0.00113058259341733,-0.00118380605991095,-0.00070397266136595,-0.00105178358708789,-7.13173790701352e-05,0.000568070113461575,-0.000483643062890502,-0.00429828978211973,-0.00191389043958761,-0.00187078202961718,-0.00173628797180982,-0.00234645722824611,-0.00289720862777065,0.00103889971727831,0.0192033382241913,0.019322673507831,0.0196215258412404,0.019662296266196,0.0544795004398078
