"SexM","age_gp_212-15","ur6_2016_nameOther Urban Areas","ur6_2016_nameAccessible Small Towns","ur6_2016_nameRemote Small Towns","ur6_2016_nameAccessible Rural","ur6_2016_nameRemote Rural","simd2020_sc_quintile2","simd2020_sc_quintile3","simd2020_sc_quintile4","simd2020_sc_quintile5","n_risk_gps1","n_risk_gps2","n_risk_gps3-4","n_risk_gps5+","last_positive_test_group0-13_weeks","last_positive_test_group14-26_weeks","last_positive_test_group27+_weeks","shielding","num_tests_6m_group1","num_tests_6m_group2","num_tests_6m_group3","num_tests_6m_group4-9","num_tests_6m_group10+","covid_hosp_ever","num_doses_time1","num_doses_time2","num_doses_time3","num_doses_time4","num_doses_time5"
0.0773504501345404,-0.00545484702094535,-0.0180925256080206,-0.00902222246995395,-0.0256732410506768,-0.00823135367336124,0.0159053864013681,0.0117208528944511,0.0241933877793213,0.00263591289038884,0.00713557515712998,0.00115219306355871,-0.012750054783599,0.00131164598322433,-0.00575803977648823,0.0100272566928714,-0.0210199062459665,-0.00352573496635773,-4.14284310233873e-05,0.0223025516927653,-0.00343545811340096,-0.0119726494726799,-0.0115976097533052,0.00216395531533169,0.019143709575973,-0.0185822720081901,0.000822795663738858,0.0668339667839765,-0.00632601039143686,0.0455241884083144
-0.00545484702094535,0.119715136361316,-0.00193587335945984,-0.0112854295962481,-0.0157043721193247,-0.000663571311034309,-0.00641226915089714,-0.0116147866575684,0.0125476413666389,-0.0156897727439221,0.00623523759828182,0.0111609663253158,-0.0687707424248956,-0.00969460207771337,0.102153946651634,0.00807074390494639,0.00339565997080703,0.020749849348916,0.110524904118525,-0.0215581841745137,-0.00422289299215162,-0.0350925178332276,0.00883125897679644,0.0207690909864888,-0.0137073465083775,-0.0806738745362107,-0.0106010782375612,-0.119540116004335,-0.115381299009538,-0.118527026276969
-0.0180925256080206,-0.00193587335945984,0.116246671323541,0.0478042491357393,0.0578001075719412,0.0578543218864153,0.0283778357617886,0.0114909647866746,-0.00974938760116145,-0.0324962880972414,-0.00184889536014933,0.00677587374904654,0.00988945072910282,-0.065003161106233,-0.0159806460750328,0.0052387375833974,0.0394463618671775,0.00531063224050243,0.0569855826372814,-0.0134988190778938,0.0065790464617781,0.0197953552490505,0.0211772796960598,0.00598117081162848,-0.046719347841114,0.0206618623459937,-0.019138396298502,-0.111933989661007,-0.0285860654290619,0.0137926739637864
-0.00902222246995395,-0.0112854295962481,0.0478042491357393,0.3118391079434,0.0607565429714158,0.0461990399062778,0.0497753486088709,-0.00444175610443157,-0.0302737294902052,-0.0390503577531146,-0.00906273600474532,-0.00601464948647912,-0.0205488875573776,-0.0295168274691625,-0.234150255078922,0.0124662864014239,0.0230459090157244,-0.00204829842260492,-0.0209231908933727,-0.0142175333436182,-0.0158321862506367,0.0124987915830074,-0.0258486482918436,-0.0169182285193434,-0.0103043954210917,-0.0158061514758036,0.0264998166297543,0.00305444643943275,0.0215288736253201,0.039170028041189
-0.0256732410506768,-0.0157043721193247,0.0578001075719412,0.0607565429714158,0.262230985106554,0.057819143598331,0.126749249951402,-0.0166237154220529,-0.0747147115548456,-0.0585855670297281,-0.00871836827078131,-0.0284123325228471,0.0272252775327687,-0.0389364463652592,0.0429609767685701,-0.0425122287008329,-0.00529772935682036,-0.0322182959781635,-0.00471286506216088,0.00799728755307721,-0.0261397266986103,0.0494706017635721,-0.00357008308712589,0.0114432993073451,0.0350681902131591,0.0509114125231829,0.0537174031184768,0.0188795279031096,0.0853789989386394,0.0624755835748991
-0.00823135367336124,-0.000663571311034309,0.0578543218864153,0.0461990399062778,0.057819143598331,0.173687393412228,0.0320915050909425,-0.000497005357868065,-0.00756545916454601,-0.0417884622935395,0.000933972859193959,0.00599334098872943,0.0258386783950512,-0.00763531727665994,-0.00921299598554463,0.0146719427837034,0.0298148838912033,0.013298027284037,-0.00504157364010174,0.00282849806326687,0.00345524533513673,-0.00331900671073394,0.00263191103175053,0.0200968860062937,-0.0323072515712883,0.00672400518576357,-0.0157764844875631,-0.0218397073068191,0.0215146859404099,0.0069116468650669
0.0159053864013681,-0.00641226915089714,0.0283778357617886,0.0497753486088709,0.126749249951402,0.0320915050909425,0.834079000418269,-0.00214257411550418,-0.0850102484876316,-0.0172841324314008,0.0114744317962636,-0.089507760968576,-0.00220167480949186,0.141696928600467,0.639102781221376,-0.313408045749667,-0.389201375857323,-0.223189827530297,0.271604277997167,0.016017907374387,-0.063311372762036,0.037030768134837,-0.0135603270172492,0.0133300921077092,0.487501456796294,0.0155120617130499,0.0591632910913729,0.0885475198488606,0.212811823113288,0.467139402276106
0.0117208528944511,-0.0116147866575684,0.0114909647866746,-0.00444175610443157,-0.0166237154220529,-0.000497005357868065,-0.00214257411550418,0.167659722647748,0.066976591236374,0.0665961007877073,0.0625401252963035,0.00720426315176855,0.0649476427962683,0.0739456804602721,-0.0204555329838658,0.0137317616191191,0.00960851233907417,0.0175500930235629,0.0907812040223506,0.0350714687576172,0.0380193420296192,0.003218502984891,-0.0132283583417234,0.0188439959674638,-0.00106391338867163,-0.0077789004149191,-0.00215152570599969,-0.0640645867719197,0.00354079878598951,0.0131614209423709
0.0241933877793213,0.0125476413666389,-0.00974938760116145,-0.0302737294902052,-0.0747147115548456,-0.00756545916454601,-0.0850102484876316,0.066976591236374,0.185727489933602,0.0708484867136474,0.07095979936895,0.0106855326722132,0.0223804390687156,0.000165829472541736,-0.0589727926787124,0.0322824525358025,0.044925932915414,0.0630412515420286,0.0880412686087002,-0.00346670528663807,-0.0272417416036315,-0.063526496622165,0.0019371272566324,0.000879507473750381,-0.0360151933705076,-0.0362083377350658,-0.0144111051744037,-0.0183472109522685,-0.0954385150408146,-0.0480137239569961
0.00263591289038884,-0.0156897727439221,-0.0324962880972414,-0.0390503577531146,-0.0585855670297281,-0.0417884622935395,-0.0172841324314008,0.0665961007877073,0.0708484867136474,0.175937274413835,0.064618350441158,0.00321890838411231,0.055934429596912,0.157557980347743,-0.0569353294438565,-0.0281420004317725,-0.0565123302704041,0.00913416716886609,-0.0299846119358853,-0.0106874274302265,0.003044113161847,-0.00718822378623934,-0.0145506476193681,-0.0292068933784124,0.0459531836979335,-0.00176115307500453,-0.0890021678483708,0.0234819027934997,-0.105570051175851,0.0350690910452599
