"SexM","age_gp_212-15","ur6_2016_nameOther Urban Areas","ur6_2016_nameAccessible Small Towns","ur6_2016_nameRemote Small Towns","ur6_2016_nameAccessible Rural","ur6_2016_nameRemote Rural","simd2020_sc_quintile2","simd2020_sc_quintile3","simd2020_sc_quintile4","simd2020_sc_quintile5","n_risk_gps1","n_risk_gps2","n_risk_gps3-4","n_risk_gps5+","last_positive_test_group0-13_weeks","last_positive_test_group14-26_weeks","last_positive_test_group27+_weeks","shielding","num_tests_6m_group1","num_tests_6m_group2","num_tests_6m_group3","num_tests_6m_group4-9","num_tests_6m_group10+","covid_hosp_ever","num_doses_time1","num_doses_time2","num_doses_time3","num_doses_time4","num_doses_time5"
0.00713557515712998,0.00623523759828182,-0.00184889536014933,-0.00906273600474532,-0.00871836827078131,0.000933972859193959,0.0114744317962636,0.0625401252963035,0.07095979936895,0.064618350441158,0.177914244564221,-0.00230070689206884,0.0255463947127927,0.0340197054199471,0.0435258616681885,0.0125509772374998,0.00245846299205315,0.0284924052611108,0.0672480232633631,-0.0058515898624317,-0.00857290204567732,-0.0277804572836145,-0.00318707537088072,-0.0271969651736563,0.0127916628797538,-0.0611424696090287,-0.0096929660606387,-0.00663741606203448,-0.0495700321688268,-0.113096164253201
0.00115219306355871,0.0111609663253158,0.00677587374904654,-0.00601464948647912,-0.0284123325228471,0.00599334098872943,-0.089507760968576,0.00720426315176855,0.0106855326722132,0.00321890838411231,-0.00230070689206884,0.132669279420028,0.00845860323307912,0.0249293274665661,-0.069682611239379,0.038824120074863,0.0484743731726872,0.0270696038326416,0.0286735561104119,-0.0220297103938176,-0.0115568039886658,-0.0220916259128507,-0.00632186003540428,-0.0430628396866897,-0.0772767648892874,-0.00572243941585145,-0.0483524144983921,-0.147449431570232,-0.0447001618855068,-0.0561372296628447
-0.012750054783599,-0.0687707424248956,0.00988945072910282,-0.0205488875573776,0.0272252775327687,0.0258386783950512,-0.00220167480949186,0.0649476427962683,0.0223804390687156,0.055934429596912,0.0255463947127927,0.00845860323307912,0.404582403471462,0.112892365684427,-0.0541666868558716,-0.00658730986267122,0.00579476459022536,0.00288104336814758,-0.144392799862745,0.0673939138551075,0.0650389058649832,0.0784872685656399,-0.0382433684805594,0.0240492849804319,0.01001056145711,0.0624199582031658,0.0164842453642565,0.113817421892499,0.103468551886956,0.0761350501182695
0.00131164598322433,-0.00969460207771337,-0.065003161106233,-0.0295168274691625,-0.0389364463652592,-0.00763531727665994,0.141696928600467,0.0739456804602721,0.000165829472541736,0.157557980347743,0.0340197054199471,0.0249293274665661,0.112892365684427,262815.001540862,1.11986254459027,-1.19953080186596,-1.0924829170203,-1.04467041134726,-195539.714013389,0.0314185169106452,0.0574575005013683,0.0336115047314856,-0.0805956850102174,-0.0195793111771773,0.253946030831047,0.0501124235070774,-0.368441119946935,0.0808264089159599,0.557474538414087,0.223363931778642
-0.00575803977648823,0.102153946651634,-0.0159806460750328,-0.234150255078922,0.0429609767685701,-0.00921299598554463,0.639102781221376,-0.0204555329838658,-0.0589727926787124,-0.0569353294438565,0.0435258616681885,-0.069682611239379,-0.0541666868558716,1.11986254459027,31815837943.1752,-0.225378400069752,-0.326413361436143,-1.15613216252399,4128.0983206547,-0.437836470217939,-0.445541858907842,-0.451331398746135,-0.433044574318813,-0.398939128941463,4129.72959129416,-0.186247924293743,0.109810520956665,0.0463707622045501,29.2298944668935,4129.50750264555
0.0100272566928714,0.00807074390494639,0.0052387375833974,0.0124662864014239,-0.0425122287008329,0.0146719427837034,-0.313408045749667,0.0137317616191191,0.0322824525358025,-0.0281420004317725,0.0125509772374998,0.038824120074863,-0.00658730986267122,-1.19953080186596,-0.225378400069752,8636.860553452,0.193811093482192,0.12965095836028,0.769876818794901,-0.0176055885233236,0.0161570331220695,-0.076376297571193,-0.0154333432456961,-0.00371532861532338,-0.226844345163934,-0.092129184468515,-0.0137732270264458,-0.0507261519447402,-0.109703097225068,-0.198672868740996
-0.0210199062459665,0.00339565997080703,0.0394463618671775,0.0230459090157244,-0.00529772935682036,0.0298148838912033,-0.389201375857323,0.00960851233907417,0.044925932915414,-0.0565123302704041,0.00245846299205315,0.0484743731726872,0.00579476459022536,-1.0924829170203,-0.326413361436143,0.193811093482192,5484.04959637968,0.146263370266717,0.704186611402334,-0.0274440307183215,-0.0080165997085741,-0.0322044161306978,0.000361315313555528,-0.00414441256960875,-0.300450552409848,-0.0266967467697301,0.0110054753503893,-0.194527833204627,-0.100925003695293,-0.252321349064438
-0.00352573496635773,0.020749849348916,0.00531063224050243,-0.00204829842260492,-0.0322182959781635,0.013298027284037,-0.223189827530297,0.0175500930235629,0.0630412515420286,0.00913416716886609,0.0284924052611108,0.0270696038326416,0.00288104336814758,-1.04467041134726,-1.15613216252399,0.12965095836028,0.146263370266717,1.11750860795935,0.7674169529592,0.169596600360042,0.178981473696028,0.147760394012765,0.187747023601778,0.191901844152961,-0.165313178001194,-0.0858383643846598,-0.0479783303004894,-0.0497689220482153,-0.92981309700405,-0.157190981277487
-4.14284310233873e-05,0.110524904118525,0.0569855826372814,-0.0209231908933727,-0.00471286506216088,-0.00504157364010174,0.271604277997167,0.0907812040223506,0.0880412686087002,-0.0299846119358853,0.0672480232633631,0.0286735561104119,-0.144392799862745,-195539.714013389,4128.0983206547,0.769876818794901,0.704186611402334,0.7674169529592,6748558068.42439,132.877788479301,132.832178972585,132.672463355415,133.031154300341,132.905846557673,4128.64053358401,-0.107087114770735,0.229462211721651,-1.3943543070233,-42915.1244074617,4128.53363546035
0.0223025516927653,-0.0215581841745137,-0.0134988190778938,-0.0142175333436182,0.00799728755307721,0.00282849806326687,0.016017907374387,0.0350714687576172,-0.00346670528663807,-0.0106874274302265,-0.0058515898624317,-0.0220297103938176,0.0673939138551075,0.0314185169106452,-0.437836470217939,-0.0176055885233236,-0.0274440307183215,0.169596600360042,132.877788479301,566.139042763695,566.087611097424,566.087147186514,566.049299520468,566.091647170898,-0.205944405315445,0.0254590592549396,0.0572440127038001,0.15716058187178,562.030674366779,-0.226437327261615
-0.00343545811340096,-0.00422289299215162,0.0065790464617781,-0.0158321862506367,-0.0261397266986103,0.00345524533513673,-0.063311372762036,0.0380193420296192,-0.0272417416036315,0.003044113161847,-0.00857290204567732,-0.0115568039886658,0.0650389058649832,0.0574575005013683,-0.445541858907842,0.0161570331220695,-0.0080165997085741,0.178981473696028,132.832178972585,566.087611097424,566.171485604843,566.089670808993,566.054778565446,566.085763955327,-0.27451743606052,0.00578478749439402,0.0075094293998304,0.0842862743374618,561.981132692229,-0.274990140760167
-0.0119726494726799,-0.0350925178332276,0.0197953552490505,0.0124987915830074,0.0494706017635721,-0.00331900671073394,0.037030768134837,0.003218502984891,-0.063526496622165,-0.00718822378623934,-0.0277804572836145,-0.0220916259128507,0.0784872685656399,0.0336115047314856,-0.451331398746135,-0.076376297571193,-0.0322044161306978,0.147760394012765,132.672463355415,566.087147186514,566.089670808993,566.32150035187,566.054753676875,566.07818018128,-0.223132130668671,0.0724072194490457,0.0452540038576685,0.136431424028485,562.036367563494,-0.181645577345771
-0.0115976097533052,0.00883125897679644,0.0211772796960598,-0.0258486482918436,-0.00357008308712589,0.00263191103175053,-0.0135603270172492,-0.0132283583417234,0.0019371272566324,-0.0145506476193681,-0.00318707537088072,-0.00632186003540428,-0.0382433684805594,-0.0805956850102174,-0.433044574318813,-0.0154333432456961,0.000361315313555528,0.187747023601778,133.031154300341,566.049299520468,566.054778565446,566.054753676875,566.157099816842,566.063267626076,-0.273589518402478,0.024054382829211,-0.00737423084858452,-0.0346818273168901,561.935277181089,-0.287904260747719
0.00216395531533169,0.0207690909864888,0.00598117081162848,-0.0169182285193434,0.0114432993073451,0.0200968860062937,0.0133300921077092,0.0188439959674638,0.000879507473750381,-0.0292068933784124,-0.0271969651736563,-0.0430628396866897,0.0240492849804319,-0.0195793111771773,-0.398939128941463,-0.00371532861532338,-0.00414441256960875,0.191901844152961,132.905846557673,566.091647170898,566.085763955327,566.07818018128,566.063267626076,566.280853816439,-0.246687562692181,0.00363622150002879,0.0639911940934926,0.111282981404526,561.976727578091,-0.247145690378803
0.019143709575973,-0.0137073465083775,-0.046719347841114,-0.0103043954210917,0.0350681902131591,-0.0323072515712883,0.487501456796294,-0.00106391338867163,-0.0360151933705076,0.0459531836979335,0.0127916628797538,-0.0772767648892874,0.01001056145711,0.253946030831047,4129.72959129416,-0.226844345163934,-0.300450552409848,-0.165313178001194,4128.64053358401,-0.205944405315445,-0.27451743606052,-0.223132130668671,-0.273589518402478,-0.246687562692181,4129.69982625125,0.0208581300005633,0.0545130879403829,0.235955313621159,28.486303457478,4129.62163876134
-0.0185822720081901,-0.0806738745362107,0.0206618623459937,-0.0158061514758036,0.0509114125231829,0.00672400518576357,0.0155120617130499,-0.0077789004149191,-0.0362083377350658,-0.00176115307500453,-0.0611424696090287,-0.00572243941585145,0.0624199582031658,0.0501124235070774,-0.186247924293743,-0.092129184468515,-0.0266967467697301,-0.0858383643846598,-0.107087114770735,0.0254590592549396,0.00578478749439402,0.0724072194490457,0.024054382829211,0.00363622150002879,0.0208581300005633,0.315742587005903,0.021747353327002,0.0594492114216931,0.177794751940463,0.149984563256633
0.000822795663738858,-0.0106010782375612,-0.019138396298502,0.0264998166297543,0.0537174031184768,-0.0157764844875631,0.0591632910913729,-0.00215152570599969,-0.0144111051744037,-0.0890021678483708,-0.0096929660606387,-0.0483524144983921,0.0164842453642565,-0.368441119946935,0.109810520956665,-0.0137732270264458,0.0110054753503893,-0.0479783303004894,0.229462211721651,0.0572440127038001,0.0075094293998304,0.0452540038576685,-0.00737423084858452,0.0639911940934926,0.0545130879403829,0.021747353327002,0.466812765950027,0.119366459496619,0.190090433348477,0.042300429890305
0.0668339667839765,-0.119540116004335,-0.111933989661007,0.00305444643943275,0.0188795279031096,-0.0218397073068191,0.0885475198488606,-0.0640645867719197,-0.0183472109522685,0.0234819027934997,-0.00663741606203448,-0.147449431570232,0.113817421892499,0.0808264089159599,0.0463707622045501,-0.0507261519447402,-0.194527833204627,-0.0497689220482153,-1.3943543070233,0.15716058187178,0.0842862743374618,0.136431424028485,-0.0346818273168901,0.111282981404526,0.235955313621159,0.0594492114216931,0.119366459496619,1.70046717771193,0.262378912564895,0.262107249208796
-0.00632601039143686,-0.115381299009538,-0.0285860654290619,0.0215288736253201,0.0853789989386394,0.0215146859404099,0.212811823113288,0.00354079878598951,-0.0954385150408146,-0.105570051175851,-0.0495700321688268,-0.0447001618855068,0.103468551886956,0.557474538414087,29.2298944668935,-0.109703097225068,-0.100925003695293,-0.92981309700405,-42915.1244074617,562.030674366779,561.981132692229,562.036367563494,561.935277181089,561.976727578091,28.486303457478,0.177794751940463,0.190090433348477,0.262378912564895,2074692.76460719,28.5449780695638
0.0455241884083144,-0.118527026276969,0.0137926739637864,0.039170028041189,0.0624755835748991,0.0069116468650669,0.467139402276106,0.0131614209423709,-0.0480137239569961,0.0350690910452599,-0.113096164253201,-0.0561372296628447,0.0761350501182695,0.223363931778642,4129.50750264555,-0.198672868740996,-0.252321349064438,-0.157190981277487,4128.53363546035,-0.226437327261615,-0.274990140760167,-0.181645577345771,-0.287904260747719,-0.247145690378803,4129.62163876134,0.149984563256633,0.042300429890305,0.262107249208796,28.5449780695638,266648376.621962
